"Genmod_message";"Genmod viesti"
"hide_changes";"Klikkaa jos haluat kätkeä muutokset."
"hide_details";"Piilota yksityiskohdat"
"highlighted";"Korostettu kuva"
"hit_count";"Osumalaskuri:"
"hourglass_chart";"Tiimalasikaavio"
"hs_close";"Sulje ikkuna"
"hs_inallhelp";"Kaikki tekstit"
"hs_intro";"Voit tehdä hakuja Genmod:n ohjejärjestelmästä. #gm_lang[hs_title]#-ominaisuus tekee mahdolliseksi sen, että hakufunktioita voidaan kontrolloida monipuolisesti. Haun pitäisi onnistua helposti.  "
"hs_intruehelp";"Vain ohjetekstistä"
"hs_keyword";"Hae"
"hs_keyword_advice";"~#gm_lang[hs_keyword]#~<br />Lisää sana tai ilmaisu, jonka haluat löytää.<br /><br />Haku ei erottele pieniä ja suuria kirjaimia. Se merkitsee, että jos haet sanaa <b>Henkilö</b>, hakutulokseksi voi tulla <b>Henkilö</b>, <b>henkilö</b> tai <b>HENKILÖ</b>. Haku antaa myös tulokseksi <b>Henkilöt</b> jne., koska haku etsii merkkijonoja eikä sanoja.<br /><br />Voit hakea useita sanoja kerrallaan. Kirjoita kaikki haettavat sanat peräkkäin välilyönnillä erotettuna kuten esimerkiksi <b>henkilö&nbsp;suku&nbsp;lapsi</b>. Kun kirjoitat enemmän kuin yhden sanan, kirjoittamasi asioiden merkitys selkeytyy #gm_lang[hs_searchhow]#-kentässä.< /br>"
"hs_results";"Tuloksia löytyi:"
"hs_search";"Hae"
"hs_searchall";"Kaikki sanat"
"hs_searchany";"Mikä tahansa sanoista"
"hs_searchconfig";"Ylläpitäjän ohje"
"hs_searchhow";"Hakutyyppi"
"hs_searchhow_advice";"~#gm_lang[hs_searchhow]#~<br />Selvennät sitä mitä olet tarkoittanut #gm_lang[hs_keyword]#-kentässä tekemällä valinnan tässä esitetyistä vaihtoedoista.<br /><dl><dt><b>#gm_lang[hs_searchany]#</b></dt><dd>Mikäli olet kirjoittanut <b>henkilö&nbsp;perhe&nbsp;lapsi</b>, tämä vaihtoehto hakee  ohjeen, joka sisältää minkä tahansa näistä sanoista. Sanojen järjestyksellä ei ole merkitystä. Haku tapahtuu periaatteella "Hae tekstiä, joka sisältää sanan <b>henkilö</b> <u>tai</u> <b>perhe</b> <u>tai</u> <b>lapsi</b>".</dd><br /><dt><b>#gm_lang[hs_searchall]#</b></dt><dd>Mikäli olet kirjoittanut <b>henkilö&nbsp;perhe&nbsp;lapsi</b>, tämä vaihtoehto hakee  ohjeen, joka sisältää kaikki nämä sanat.Sanojen järjestyksellä ei ole merkitystä. Haku tapahtuu periaatteella "Hae tekstiä, joka sisältää sanan <b>henkilö</b> <u>ja</u> <b>perhe</b> <u>ja</u> <b>lapsi</b>."</dd><br /><dt><b>#gm_lang[hs_searchsentence]#</b></dt><dd>Mikäli olet kirjoittanut   <b>henkilö&nbsp;perhe&nbsp;lapsi</b>, tämä vaihtoehto hakee  ohjeen, joka sisältää kaikki nämä sanat tässä järjestyksessä. Haku tapahtuu periaatteella "Hae tekstiä, joka sisältää sanat<b>henkilö&nbsp;perhe&nbsp;lapsi</b> juuri tässä järjestyksessä ilman mitään muita merkkejä tai sanoja niiden välissä." Et todennäköisesti löydä tällaista tekstiä mistään ohjetekstistä.<br /><br />Joitakin rajoituksia: Tietyt erikoismerkit, kuten <b>&quot; < ></b> jne. ovat ohjetekstissä symbolimuodossa eivätkä löydy, jos ne ovat hakusanojesi joukossa. Jotkut ohjetekstit sisältävät tietynlaisia välilyöntejä, joita edustavat <b>&nbsp;</b> etkä löydä merkkijonoja, jotka sisältävät tämän merkin.</dd></dl>"
"hs_searchin";"Hae seuraavasta: "
"hs_searchin_advice";"~#gm_lang[hs_searchin]#~<br />Tässä valitset haun kohteen.<br /><br />Ylläpitäjä voi tehdä hakuja käyttäjän ohjeesta tai konfiguraatio-ohjeesta tai kummastakin. Tavallisilla käyttäjillä ei ole tätä mahdollisuutta, koska heillä ei ole pääsyä konfigurointiominaisuuksiin. Tavallinen käyttäjä voi kohdistaa haun vain käytäjäohjetiedostoon.<br /><br />Ohjetiedostot sisältävät ohjetekstin lisäksi tiettyjä merkkijonoja joita käytetään luomaan lomakkeita ja muuta aineistoa. Tällä vaihtoehdolla voit valita kohdistetaanko haku koko ohjetiedostoon vai ainoastaan ohjetekstiin.<br />"
"hs_searchsentence";"Täsmällinen ilmaisu"
"hs_searchuser";"Käyttäjän ohje"
"hs_title";"Hae ohjetekstistä"
"html_block_descr";"Tämä on yksinkertainen HTML-alue jonka voit sijoittaa sivullesi lisätäksesi minkä tahansa viestin."
"html_block_name";"HTML-alue"
"html_block_sample_part1";"<p class="blockhc"><b>Kirjoita otsikkosi tähän </b></p><br /><p>Näpäytä Konfiguroi-painiketta."
"html_block_sample_part2";"muuttaaksesi sen, mikä on tulostettu tähän.</p>"
"html_reports";"HTML raportti"
"husband";"Mies"
"id";"ID"
"illegal_chars";"Vääriä merkkejä nimessä"
"image_format";"Kuvaformaatti"
"image_size";"Kuvan mitat"
"imageview";"Kuvakatselin"
"import_complete";"Tuonti onnistui"
"import_gedcom";"Tuo tämä GEDCOM-tiedosto"
"import_marr_names";"Tuo avioniomet"
"import_multiple";"Tuo ja käsittele useampaa GEDCOMia"
"import_options";"Tuo vaihtoehdot"
"import_progress";"Tuonti käynnissä..."
"import_time_exceeded";"Suoritusaikaraja on saavutettu. Näpäytä Jatka-painiketta alla jatkaaksesi GEDCOM-tiedoston tuontia."
"importing_dates";"Tuodaan päivämäärätietueita"
"importing_places";"Tuodaan paikkatietueita"
"importing_records";"Tuodaan tietueita tietokantaan"
"in_this_month";"Tässä kuussa, historiassa..."
"in_this_year";"Historialliset tapahtumat vuonna..."
"inc_languages";"Kielet"
"index_complete";"Indeksi valmis."
"index_edit_advice";"Korosta aluenimeä ja näpäytä sitten nuolikuvaketta siirtääksesi aluetta haluttuun suuntaan."
"index_header";"Esipolvet"
"indi_complete";"Henkilökohtainen indeksitiedosto päivitetty"
"indi_downloaded_from";"Henkilö on ladattu omalle koneelle tiedostosta:"
"indi_info";"Henkilökohtainen tieto"
"indis_charts";"Henkilökaaviot"
"indis_with_surname";"henkilöt, joilla on sukunimi  #surname#"
"individual";"Henkilö"
"individual_list";"Henkilöt"
"individual_list_report";"Henkilöluetteloraportti"
"individual_report";"Henkilöraportti"
"individuals";"Henkilöt"
"infant";"Sylilapsi"
"informant";"Tiedon antaja"
"inject_media_tool";"Lisää media GEDCOM-tiedostoon"
"int";"tulkittu"
"invalid_dates";"Väärä päivämäärämuoto havaittu, siivouksessa ne muutetaan muotoon DD MMM YYYY (esim. 1 JAN 2004 päivälle 1 tammikuuta 2004)."
"invalid_email";"Huom! Anna hyväksyttävä sähköpostiosoite."
"invalid_gedformat";"Epäkelpo GEDCOM 5.5 muoto"
"invalid_header";"Havaittiin rivejä ennen GEDCOM otsikkoa (0 HEAD). Nämä rivit poistetaan siivouksessa."
"invalid_id";"Tätä ID-tunnusta ei ole tässä GEDCOM-tiedostossa."
"invalid_search_input";"Anna etunimi, sukunimi tai paikka \n\t vuosiluvun lisäksi"
"invalid_username";"Käyttäjätunnuksessa on virheellisiä merkkejä"
"is_alive_in";"Elossa vuonna "
"item_with_id";"Kohde id"
"jan";"tammikuu"
"jul";"heinäkuu"
"jun";"kesäkuu"
"just_family";"Lisää vain tämän perheen tietue."
"just_person";"Lisää vain tämä henkilö."
"landscape";"Vaakasuoraan"
"lang_back_admin";"Palaa ylläpitovalikkoon"
"last_email_sent";"Viimeisin sählöpostimuistutus lähetettiin"
"last_login";"Viimeksi kirjautunut"
"lastname";"Sukunimi"
"lastname_search";"Sukunimi:"
"launch_media_tool";"Näpäytä tästä käynnistääksesi "Lisää Media"-työkalu"
"lds_sealing";"Mormooni sinetöinti:"
"leave_blank";"Jätä salasana tyhjäksi jos et halua muuttaa sitä."
"line_up_generations";"Aseta sama sukupolvi riviin"
"link_as_child";"Linkitä tämä henkilö lapseksi olemassa olevaan perheeseen."
"link_as_husband";"Linkitä tämä henkilö aviomieheksi olemassa olevaan perheeseen."
"link_as_wife";"Linkitä tämä henkilö aviovaimoksi olemassa olevaan perheeseen."
"link_media";"Linkitä media"
"link_media_records";"Linkitä mediatiedosto henkilöihin"
"link_new_husb";"Lisää aviomies käyttäen tiedostossa olevaa henkilöä."
"link_new_wife";"Lisää aviovaimo käyttäen tiedostossa olevaa henkilöä."
"list_children";"Luettele kukin lapsi syntymäjärjestyksessä."
"lists";"Luettelot"
"living";"Elossa"
"living_only";"Elossa olevat"
"living_or_all";"Näytä vain elossa olevien henkilöiden tapahtumat?"
"locked";"Älä muuta"
"lodger";"Asukki"
"logfile_content";"Lokitiedoston sisältö"
"logged_in_as";"Kirjautunut nimellä"
"logged_in_users_block";"Sisäänkirjautuneet-alue"
"logged_in_users_descr";"Sisäänkirjautuneet-alue näyttää luettelon tällä hetkellä sisäänkirjautuneista käyttäjistä."
"login";"Kirjaudu sisään"
"login_aut";"Muuta käyttäjäasetuksia"
"login_block";"Sisäänkirjautumisalue"
"login_descr";"Sisäänkirjautumisalue kirjoittaa käyttäjätunnuksen ja salasanan sisäänkirjautumista varten."
"login_head";"Genmod Käyttäjän sisäänkirjautuminen"
"login_user";"1 kirjautunut käyttäjä"
"login_users";"#gm_lang[global_num1]# kirjautunutta käyttäjää"
"logout";"Kirjaudu ulos"
"lost_password";"Salasana on hukassa?"
"lost_pw_reset";"Pyydä uusi salasana"
"macfile_detected";"Havaittiin MacIntosh-tiedosto. Siivouksen yhteydessä se muunnetan DOS-tiedostoksi."
"magnify";"Suurenna"
"mail01_line01";"Hei #user_fullname# ..."
"mail01_line02";"Olemme saanneet pyynnön kirjautua koneeseen (#SERVER_NAME#) sähköpostiosoiteellasi (#user_email#)."
"mail01_line03";"Seuraavat tiedot olivat käytössä."
"mail01_line04";"Klikkaa allaolevaa linkkiä, täytä tiedot ja varmista tilisi ja sähköpostiosoiteesi."
"mail01_line05";"Jos sinä et pyytänyt tätä tietoa, voit pyyhkiä tämän ilmoituksen."
"mail01_line06";"Et tule saamaan lisäviestejä tältä järjestelmältä ja tili pyyhitään seitsemän päivän kuluttua jos tätä ei vahvisteta."
"mail01_subject";"Kirjoittautumisesi koneella #SERVER_NAME#"
"mail02_line01";"Hei ylläpitäjä..."
"mail02_line02";"Uusi käyttäjä rekisteröityi (#SERVER_NAME#)lle"
"mail02_line03";"Käyttäjä sai sähköpostin jossa on tarpeelliset tiedot joiden avulla hän voi vahvistaa tilinsä."
"mail02_line04";"Heti kun käyttäjä on vahvistanut tilin, tulet saamaan sähköposti ilmoituksen jonka mukaan sinun tulee antaa käyttäjälle oikeudet kirjoittautua verkkopaikallesi."
"mail02_line04a";"Sinulle ilmoitetaan sähköpostitse, kun tämä käyttäjäehdokas on varmentanut itsensä. Varmennuksen jälkeen käyttäjä voi kirjautua järjestelmään ilman sinun toimenpiteitäsi."
"mail02_subject";"Uusi kirjoittautuminen koneella #SERVER_NAME#"
"mail03_line01";"Hei hallinnoitsija..."
"mail03_line02";"#newuser[username]# ( #newuser[fullname]# ) on vahvistanut rekisteröintitiedot."
"mail03_line03";"Huom! Klikkaa allaolevaa linkkiä, kirjaudu verkkopaikkaan ja anna hänelle lupa kirjautua sivuillesi."
"mail03_line03a";"Sinun ei tarvitse tehdä mitään; käyttäjä voi nyt kirjautua."
"mail03_subject";"Uusi vahvistus koneella #SERVER_NAME#"
"mail04_line01";"Hei #user_fullname#..."
"mail04_line02";"Uusi salasana on pyydetty käyttäjätunnuksellesi!"
"mail04_line03";"Suosittelu:"
"mail04_line04";"Klikkaa aihe linkkiä, kirjoitaudu sissään uudella salasanalla ja vaihda salasana niin että tietosuoja säilyy."
"mail04_subject";"Tietopyyntö koneelta #SERVER_NAME#"
"main_section";"Pääosaan alueet"
"make_slklist";"Luo EXCEL (SLK) lista"
"male";"Mies"
"malecousin";"Miespuolinen serkku"
"manage_gedcoms";"GEDCOM-tiedostojen hallinta"
"manage_media";"Ylläpidä mediaa"
"manage_media_files";"Ylläpidä mediatiedostoja"
"mandatory";"*:llä merkitty ovat pakollisia."
"mar";"maaliskuu"
"marr_name_import_instr";"Näpäytä alla olevaa painiketta vain, mikäli haluat laskea naispuoleisten henkilöiden avionimet tässä GEDCOM-tiedostossa. Tämän avulla voit hakea ja luetteloida naisia avionimen perusteella."
"marriage";"Avioliitto:"
"marriage_license";"Vihkitodistus:"
"max_generation";"Esipolvien maksimimäärä taulussa on #PEDIGREE_GENERATIONS#."
"max_media_depth";"Voit mennä ainoastaan #MEDIA_DIRECTORY_LEVELS# hakemistotasoa alaspäin."
"max_upload_size";"Suurin ladattava tiedostokoko:"
"may";"toukokuu"
"maybe";"Ehkä"
"media";"Media"
"media_contains";"Media sisältää:"
"media_deleted";"Mediahakemisto poistettu."
"media_exists";"Mediatiedosto on jo olemassa."
"media_file";"Mediasuodatin"
"media_file_deleted";"Media poistettu."
"media_file_not_deleted";"Mediatiedostoa ei voitu poistaa."
"media_file_size";"Median koko"
"media_files";"Tässä GEDCOM-tiedostossa on viittauksia mediatiedostoihin"
"media_folder_corrupt";"Mediahakemisto on viallinen."
"media_format";"Mediaformaatti"
"media_found";"Mediakohteita löytynyt"
"media_id";"Media ID"
"media_linked";"Tämä mediaobjekti on linkitetty seuraavaan:"
"media_list";"Multimedia"
"media_not_deleted";"Mediahakemistoa ei poistettu."
"media_not_linked";"Tätä mediaobjektia ei ole linkitetty mihinkään GEDCOM-tietueeseen."
"media_object";"Multimediakohde:"
"media_record_deleted";"Mediatietua #ref# ja linkit poistettu tietokannasta."
"media_record_not_deleted";"Mediatietuetta  #xref# ja linkkejä ei voitu poistaa tietokannasta."
"media_table_created";"<i>Media</i>-taulun päivitys onnistui."
"media_thumb_exists";"Median pienoiskuva on jo olemassa."
"medialist_show";"Näytä"
"menu";"Valikko"
"merge_facts_same";"Seuraavat tiedot olivat täsmälleen samanlaiset kummassakin tietueessa ja yhdistetään automaattisesti."
"merge_from";"Yhdistä ID:stä:"
"merge_more";"Yhdistä lisää tietueita."
"merge_records";"Yhdistä tietueita"
"merge_same";"Tietueet eivät ole samaa typpiä. Erityyppisiä tietueita ei voi yhdistää."
"merge_step1";"Yhdistä - vaihe 1/3 "
"merge_step2";"Yhdistä - vaihe 2/3"
"merge_step3";"Yhdistä - vaihe 3/3"
"merge_to";"Yhdistä ID:een"
"message";"Lähetä viesti"
"message_body";"Viesti:"
"message_deleted";"Viesti pyyhitty"
"message_email1";"Seuraava viesti on lähetetty Genmod käyttäjätilillesi: "
"message_email2";"Olet lähettänyt seuraavan ilmoituksen Genmod käyttäjätilille: "
"message_email3";"Olet lähettänyt seuraavan ilmoituksen Genmod hallinnointijalle: "
"message_from";"Sähköposti:"
"message_from_name";"Lähettäjän nimi:"
"message_instructions";"<b>Huomaa:</b> Yksityistä tietoa elävistä henkilöistä annetaan ainoastaan sukulaisille ja läheisille ystäville. Sinun on pyydettäessä osoitettava sukulaisuutesi. Toisinaan voivat kuolleidenkin henkilöiden tiedot olla yksityisiä. Näin voi olla siinä tapauksessa, että kyseisestä henkilöstä ei valitettavasti ole riittävästi tietoja käytettävissämme.<br /><br />Ennen kuin esität kysymyksiä, ole hyvä ja tarkista henkilön oikeellisuus päivämääristä, paikoista ja lähisukulaisista. Jos lähetät muutoksia tai lisäyksiä sukutietoihin, niin ilmoitathan myös lähteen, josta tieto on peräisin.<br /><br />"
"message_sent";"Viesti lähetetty"
"message_subject";"Aihe:"
"message_to";"Vastaanottaja:"
"messaging2";"Sisäiset viestit ja sähköposti"
"messaging3";"Genmod lähettää sähköposteja ilman säilytystä"
"mgv";"OmaGedView"
"min_generation";"Esipolvien minimimäärä taulussa on 3."
"monday";"Maanantai"
"month";"Kuukausi:"
"month1";"kuukausi"
"month_before_day";"Kuukausi ennen päivää (MM DD YYYY)"
"months";"kuukautta"
"more_events_privacy";"<br />Lisää apahtumia esiintyy seuraavien #gm_lang[global_num1]# päivän aikana, mutta yksityisyysasetukset estävät niiden näkymisen."
"more_events_privacy1";"<br />Lisää tapahtumia esiintyy huomenna, mutta yksityisyysasetukset estävät niiden näkymisen."
"more_information";"Lisätietoja varten ota yhteys"
"more_today_privacy";"<br />Lisää tapahtumia esiintyy tänään, mutta yksityisyysasetukset estävät niiden näkymisen."
"mother";"Äiti"
"mothers_family_with";"Äidin perhe mukaanlukien "
"move_down";"Siirrä alas       "
"move_file_success";"Media- ja pienoiskuvatiedostot on poistettu."
"move_left";"Siirrä vasemmalle"
"move_right";"Siirrä oikealle"
"move_to";"Siirrä hakemistoon -->"
"move_up";"Siirrä ylös       "
"multi_title";"Multimedialuettelo"
"must_provide";"Sinun tulee antaa "
"my_favorites";"Suosikkini"
"my_indi";"Tietoni"
"my_journal";"Päiväkirjani"
"my_messages";"Viestini"
"my_pedigree";"Esivanhempani"
"mygedview";"OmaGedView"
"mygedview_desc";"OmaGedView-sivusi antaa mahdollisuuden pitää luetteloa suosikkihenkilöistäsi, tarkastella tulevia merkkipäiviä ja olla yhteistyössä muiden Genmod-käyttäjien kanssa."
"myuserdata";"Käyttäjätilini"
"name";"Nimi"
"name_contains";"Nimi sisältää:"
"name_description";"Nimi / Kuvaus"
"name_list";"Nimiluettelo"
"never";"Ei koskaan"
"new_gedcom_title";"Sukututkimus [#GEDCOMFILE#]sta"
"new_repo_created";"Luotu uusi tietovarasto"
"new_source_created";"Uuden lähteen luominen onnistui."
"news_saved";"Päiväkirja/uutisartikkeli merkintä on säilytetty."
"next";"Seuraava &gt;"
"next_email_sent";"Seuraava sähköpostimuistutus lähetetään "
"next_path";"Hae toinen reitti"
"no";"Ei"
"no_account_yet";"Ei ole vielä käyttäjätiliä?"
"no_changes";"Ei muutoksia tarkasteltavaksi"
"no_children";"Ei lapsia rekisterissä"
"no_events_all";"Mitään tapahtumia ei ole seuraavien #gm_lang[global_num1]# päivän aikana."
"no_events_all1";"Mitään tapahtumia ei ole huomenna."
"no_events_living";"Elossa olevien henkilöiden tapahtumia ei ole seuraavien #gm_lang[global_num1]# päivän aikana."
"no_events_living1";"Elossa olevien henkilöiden tapahtumia ei ole huomenna."
"no_events_privacy";"Tapahtumia esiintyy seuraavien #gm_lang[global_num1]# päivän aikana, mutta yksityisyysasetukset estävät niiden näkymisen."
"no_events_privacy1";"Tapahtumia esiintyy huomenna, mutta yksityisyysasetukset estävät niiden näkymisen."
"no_faq_items";"FAQ-luettelo on tyhjä."
"no_favorites";"Et ole valinnus suosikkeja. Lisää henkilö suosikkeihisi etsimällä hänen tietonsa ja klikkaamalla "Lisää suosikkeihini" linkkiä tai käytä alla olevaa ID laatikkoa ja lisää henkilö hänen ID numeronsa avulla."
"no_gedcom_favorites";"Toistaiseksi ei ole valittuja suosikkeja. Ylläpitäjä voi lisätä suosikkeja jotka näytetään aloitettaessa."
"no_id";"FAQ ID-tunnusta ei ole määritelty!"
"no_journal";"Et ole luonnut päiväkirja merkinntöjä."
"no_link_found";"Sukuyhteyttä näiden kahden henkilön välillä ei löydy."
"no_login";"Sisäänkirjautuminen epäonnistui."
"no_login_users";"Ei kirjautuneita eikä tuntemattomia käyttäjiä"
"no_matches_found";"Yhtäpitäviä tietoja ei löytynyt."
"no_messages";"Ei viestejä odottamassa. "
"no_messaging";"Ei mitään yhteystapaa"
"no_news";"Uutisartikkeleita ei ole lähetetty."
"no_results";"Hakua vastaavia tuloksia ei löytynyt."
"no_tab1";"Tällä henkilöllä ei ole tietoja."
"no_tab2";"Tällä henkilöllä ei ole lisätietoja."
"no_tab3";"Tällä henkilöllä ei ole lähteitä."
"no_tab4";"Tällä henkilöllä ei ole multimediakohteita."
"no_tab5";"Tällä henkilöllä ei ole lähisukulaisia."
"no_tab6";"Tälle henkilölle ei ole tutkimuslokia."
"no_temple";"Ei temppeliä - elävä"
"no_thumb_dir";"pienoiskuvahakemistoa ei ole enkä voinut sitä luoda"
"no_to_user";"Vastaanottajaa ei annettu. Ei voi jatkaa."
"no_upload";"Mediatiedostojen lataaminen palvelimelle ei ole saallittu, koska multimediakohteet eivät ole sallittu tai koska mediahakemistoon ei voi kirjoittaa. "
"none";"Ei mitään"
"none_today_all";"Tänään ei ole tapahtumia."
"none_today_living";"Tänään ei ole elävien henkilöiden tapahtumia."
"none_today_privacy";"Tapahtumia esiintyy tänään, mutta yksityisyysasetukset estävät niiden näkymisen."
"not_an_array";"Ei ole vektori (Array)"
"note";"Lisätieto"
"notes";"Lisätietoja"
"notes_sources_media";"Lisätietoja, lähteitä ja media"
"nov";"marraskuu"
"now_import";"Nyt  sinun tulee tuoda GEDCOM tietueet Genmod-ohjelmaan napauttamalla 'Tuonti' -linkkiä alla."
"num_to_show";"Näytettävien kohteiden lukumäärä"
"number_children";"Lasten lukumäärä"
"number_sign";"#"
"nurse";"Hoitaja"
"object_note";"Kohteen lisätieto:"
"oct";"lokakuu"
"of";"/"
"oldest_top";"Näytä vanhin huipulla"
"on_this_day";"Tänä päivänä tapahtui..."
"optional";"Valinnaiset työkalut"
"optional_tools";"Voit myös ajaa seuraavat työkaluohjelmat ennen tuontia."
"options";"Asetukset:"
"order";"Järjestys"
"orientation";"Sivun asento"
"other";"Muuta"
"other_records";"Tähän lähteeseen linkittyvät tietueet:"
"other_repo_records";"Tietueet, jotka linkittyvät tähän tietovarastoon:"
"page";"Sivu"
"parent";"Vanhempi"
"parents";"Vanhemmat:"
"parents_and_child";"Lisää tähän tietueeseen vanhempien ja lasten tietueet."
"parents_and_family";"Lisää vanhemmat tämän perheen tietueeseen."
"parents_desc";"Lisää tähän tietueeseen vanhempien ja kaikkien jälkeläisten tietueet."
"parents_timeline";"Näytä pariskunta aikajanalla"
"password";"Salasana"
"password_mismatch";"Salasana ei täsmää."
"passwordlength";"Salasanassa pitää olla vähintään 6 merkkiä."
"paste_id_into_field";"Liitä seuraava lähteen ID editointikenttiisi viitataksesi tähän lähteeseen."
"paste_person";"Liitä henkilö"
"paste_rid_into_field";"Liitä seuraava tietovaraston ID editoitaviin kenttiisi viittaukseksi tähän tietovarastoon."
"path_to_gedcom";"Kirjoita tiedostopolku GEDCOM-tiedostoosi:"
"patriarch_list";"Patriarkkalista"
"pdf_reports";"PDF raportti"
"pedigree_chart";"Esipolvitaulu"
"people";"Henkilöt"
"per_page";"mediakohdetta sivulle"
"performing_validation";"Suoritetaan GEDCOM validointi, valitse tarvittavat vaihtoehdot ja klikkaa "Siivoa"."
"person1";"Henkilö 1"
"person2";"Henkilö 2"
"person_ancestor_fams";"Lisää tämä henkilö suorine esivanhempineen sekä näiden perheet."
"person_ancestors";"Lisää tämä henkilö suorine esivanhempineen."
"person_desc";"Lisää tämä henkilö puolisoineen sekä kaikkien heidän jälkeläistensä tietueet."
"person_links";"Linkit tämän henkilön kaavioihin, perheisiin sekä lähisukulaisiin. Klikkaa tätä ikonia jos haluat nähdä sivun jossa tämä henkilö on lähtöhenkilö."
"person_list";"Henkilöluettelo:"
"person_living";"Henkilö on elossa. Henkilön tietoja ei oteta mukaan."
"person_parents_sibs";"Lisää tämä henkilö vanhempineen ja sisaruksineen."
"person_private";"Tämän henkilön tiedot ovat yksityisiä.  Henkilön tietoja ei oteta mukaan."
"person_spouse";"Lisää tämä henkilö puolisoineen ja lapsineen."
"personal_facts";"Henkilön tietoja"
"phone";"Puhelin:"
"photo_replace";"Haluatko korvata vanhemman valokuvan tällä?"
"phpinfo";"PHP-info"
"place_cleanup_detected";"Havaittiin virheellistä paikkatiedon koodausta. Tämä on korjattava. Seuraava näyte osoittaa virheellisen paikkatiedon:"
"place_contains";"Paikka sisältää:"
"place_description";"Paikka / Kuvaus"
"place_list";"Paikat"
"place_list2";"Paikkaluettelo"
"place_list_aft";"Hierarkia tämän jälkeen: "
"please_be_patient";"PYYDÄN KÄRSIVÄLLISYYTTÄ"
"please_wait";"Ole hyvä ja odota kun Indeksitiedostoja luodaan uudelleen."
"pls_note06";"Tulet saamaan koodin sähköpostissa osoitteeseen (#user_email#). Käytä viesti tilisi vahvistukseen. Tilisi pyyhitään seitsemän päivän kuluttua jos et vahvista sitä (voit sen jälkeen rekisteröidä tilin uudelleen). Kirjautuminen sivuille vaatii käyttäjätunnuksen ja salasanan.<br /><br />"
"pls_note06a";"Lähetämme nyt varmistusviestin osoitteeseen (user_email#). Sinun on varmistettava käyttäjätilipyyntösi noudattamalla viestin ohjeita. Mikäli et varmista tiliäsi seitsemän vuorokauden kuluessa, pyyntösi hylätään automaattisesti. Sen jälkeen sinun on tehtävä uusi anomus.<br /><br />Toimittuasi viestin edellyttämällä tavalla, voit kirjautua järjestelmään. Voidaksesi kirjautua tänne, sinun on tiedettävä käyttäjätunnuksesi ja salasanasi.<br /><br />"
"pls_note07";"Täytä käyttäjätunnus, salasana ja vahvistuskoodi, jonka sait sähköpostissa järjestelmästä, voidaksesi aktivoida tilisi."
"pls_note08";"Käyttäjä #user_name# - tiedot on tarkastettu."
"pls_note09";"Sinut on tunnistettu rekisteröidyksi käyttäjäksi."
"pls_note10";"Ylläpitäjä on saanut ilmoituksen.<br />Heti kun hän on antanut sinulle oikeuden kirjautua, voit kirjautua  käyttäjätunnuksella ja salasanalla."
"pls_note10a";"Voit nyt kirjautua järjestelmään käyttäjätunnuksellasi ja salasanallasi."
"pls_note11";"Tarvitsemme tilisi käyttäjätunnuksen ja sähköpostiosoiteen jos haluat että muutamme salasanasi.<br /><br />Tulemme lähettämään erikois-URLin sähköpostissa. Se tulee sisältämään tilisi vahvistuskoodin. Vieraile lähetetyssä URLissa ja voit muuttaa verkkopaikan salasanan ja käyttäjätunnuksen. Turvallisuussyistä sinun tulee olla antamatta vahvistuskoodia kenellekkään, ei edes tämän verkkopaikan ylläpitäjälle (emme tule pyytämään sitä).<br /><br />Jos tarvitset tämän verkkopaikan ylläpitäjän apuaan, ota häneen yhteyttä."
"pls_note12";"Kerro tässä miksi haluat käyttäjätilin ja kuinka olet sukua sivuston henkilöihin. "
"portal_config_intructions";"Täällä voit räätälöidä sivua asettelemalla alueita haluamallasi tavalla. Sivu on jaettu kahteen osastoon: pääosastoon ja oikeanpuoleiseen osastoon. Pääosaston alueet näkyvät suurempina ja sijoittuvat sivun otsakkeen alle. Oikea osasto alkaa otsakkeen oikealla puolella ja jatkuu alaspäin sivun oikealla reunalla. Jokaisella osastolla on oma luettelonsa niistä alueista jotka kirjoitetaan sivulle siinä järjestyksessä kun ne on lueteltu. Voit lisätä, poistaa ja uudelleen järjestää alueita haluamallasi tavalla."
"portrait";"Pystysuoraan"
"position_item";"Kohteen asettelu"
"preferred_lang";"Suosituskieli tälle vastaanottajalle on: #USERLANG#"
"prev";"&lt; Edellinen"
"preview";"Esikatselu"
"priest";"Pappi"
"print";"Tulosta"
"print_preview";"Tulostuksen esikatselu"
"privacy";"yksityisyys"
"privacy_error";"Tämän henkilön tiedot on suojattu.<br />"
"privacy_list_fam_error";"Tietosuojan takia yhden tai useamman perheen tietoja ei näytetä."
"privacy_list_indi_error";"Tietosuojan takia yhden tai useamman henkilön tietoja ei näytetä."
"privacy_not_granted";"Sinulla ei ole pääsyoikeutta"
"privacy_prevented_editing";"Yksityisyysasetukset estävät tämän GEDCOM-tiedoston editoinnin."
"private";"Yksityinen"
"privileges";"Etuoikeudet"
"processed_for";"Käsitelty tiedostoa"
"provide_email";"Ilmoita sähköpostiosoitteesi, jotta voimme ottaa yhteyttä vastataksemme viestiisi. Ilman sitä emme voi vastata tiedusteluihisi. Sähköpostiosoitettasi ei tulla käyttämään mihinkään muuhun tarkoitukseen, kuin kysymyksiisi vastaamiseen."
"publication";"Julkaisu:"
